Customer,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,policy_type_id,policy_lvl_id,state_id
NE49052,6618.016423,No,Extended,High School or Below,2/7/11,Medical Leave,F,20068,Urban,Married,86,8,28,0,3,Offer1,Web,411.011162,Four-Door Car,Medsize,1,3,4
KX17826,4670.047979,No,Extended,Doctor,2/25/11,Unemployed,M,0,Suburban,Married,125,21,34,0,1,Offer1,Branch,600.0,SUV,Medsize,1,1,5
CC91503,10169.36981,No,Extended,High School or Below,1/3/11,Unemployed,F,0,Suburban,Married,135,32,61,0,8,Offer1,Agent,648.0,Sports Car,Medsize,2,2,2
WH32183,8323.073985,No,Basic,Bachelor,1/20/11,Employed,M,97245,Rural,Divorced,70,29,29,0,2,Offer2,Web,4.110585,Four-Door Car,Medsize,2,2,4
ES90681,2417.759961,No,Basic,College,2/26/11,Employed,F,51808,Suburban,Married,61,3,12,1,1,Offer1,Agent,351.149904,Four-Door Car,Small,2,7,4
DW96592,8044.872393,Yes,Basic,Bachelor,2/19/11,Employed,M,71391,Urban,Married,67,29,39,0,2,Offer2,Agent,284.000172,Four-Door Car,Medsize,2,2,4
MT23134,5325.724541,Yes,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Married,73,17,44,0,7,Offer2,Call Center,496.474767,Two-Door Car,Medsize,2,2,5
BM69081,6947.524013,No,Basic,Bachelor,1/28/11,Unemployed,M,0,Suburban,Single,100,5,54,0,7,Offer2,Call Center,925.137143,SUV,Medsize,2,4,2
MB90871,5847.415237,No,Extended,College,1/26/11,Medical Leave,F,23496,Rural,Married,77,17,88,0,8,Offer3,Web,13.164097,Four-Door Car,Medsize,3,8,5
QR15221,2584.203924,No,Basic,High School or Below,1/4/11,Employed,F,22562,Suburban,Married,65,4,81,0,1,Offer1,Branch,312.0,Two-Door Car,Medsize,2,2,1
QL77686,4724.786102,No,Basic,College,1/5/11,Employed,F,23986,Urban,Married,119,31,3,0,1,Offer2,Call Center,463.335061,SUV,Small,1,1,3
ON77827,2790.227993,No,Basic,Master,2/5/11,Medical Leave,F,22974,Urban,Married,71,0,8,0,1,Offer4,Call Center,180.667969,Four-Door Car,Large,2,2,2
KP18988,21531.33284,No,Premium,High School or Below,1/19/11,Unemployed,F,0,Suburban,Single,101,21,35,0,2,Offer1,Branch,484.8,Four-Door Car,Medsize,2,2,5
TI92884,12622.83268,No,Basic,Bachelor,2/15/11,Employed,M,61844,Suburban,Divorced,106,19,74,0,2,Offer1,Call Center,508.8,Sports Car,Small,2,7,2
JH73503,20171.96154,No,Basic,Doctor,2/1/11,Employed,M,24804,Suburban,Married,73,19,98,0,2,Offer3,Call Center,350.4,Two-Door Car,Small,2,7,2
YE97964,16464.36587,No,Basic,Bachelor,2/9/11,Employed,F,27760,Urban,Married,104,13,71,0,2,Offer1,Web,302.764283,SUV,Small,2,7,4
VA30351,5595.389905,Yes,Basic,High School or Below,2/5/11,Employed,F,74454,Suburban,Single,71,25,29,0,3,Offer2,Call Center,340.8,Four-Door Car,Medsize,2,7,5
PV55726,4170.687348,Yes,Basic,Master,1/17/11,Employed,F,29462,Suburban,Single,107,28,23,1,1,Offer2,Branch,513.6,SUV,Large,2,7,5
UC88305,2665.447079,No,Basic,College,2/23/11,Employed,F,52266,Rural,Single,68,14,98,0,1,Offer1,Call Center,141.922839,Two-Door Car,Medsize,1,6,2
TS53809,7098.91414,No,Basic,Bachelor,2/7/11,Unemployed,M,0,Suburban,Single,70,18,99,0,2,Offer1,Agent,349.783046,Two-Door Car,Medsize,2,4,5
ZV32120,3971.345097,No,Basic,Doctor,2/26/11,Employed,M,23599,Suburban,Single,103,20,46,0,1,Offer2,Agent,494.4,SUV,Medsize,1,1,4
FB80807,5528.212807,Yes,Basic,Bachelor,1/19/11,Employed,M,36088,Suburban,Single,72,16,31,0,9,Offer1,Agent,345.6,Four-Door Car,Medsize,2,2,5
AS55677,8338.995787,No,Premium,High School or Below,1/15/11,Employed,F,70534,Rural,Divorced,104,31,71,0,3,Offer3,Branch,54.065538,Four-Door Car,Medsize,2,7,4
WA15684,38445.85587,No,Extended,College,1/29/11,Employed,M,27398,Suburban,Married,125,4,71,1,2,Offer4,Call Center,600.0,SUV,Medsize,2,4,5
SA50567,5448.555219,No,Basic,Bachelor,1/7/11,Employed,M,85296,Suburban,Married,68,15,47,0,6,Offer3,Web,342.515136,Four-Door Car,Medsize,2,2,3
KJ31611,10808.06597,No,Extended,High School or Below,1/30/11,Employed,M,31063,Suburban,Married,92,20,19,0,2,Offer2,Agent,441.6,Four-Door Car,Small,2,7,2
VL37375,6185.09653,No,Extended,Bachelor,2/25/11,Unemployed,M,0,Suburban,Single,92,8,28,0,3,Offer1,Branch,1027.177255,Two-Door Car,Small,2,2,4
KN21017,3208.225911,No,Extended,High School or Below,1/21/11,Employed,M,52367,Urban,Married,81,25,64,0,1,Offer2,Call Center,275.989978,Four-Door Car,Medsize,2,4,3
PX44289,5480.104065,No,Basic,College,2/15/11,Employed,M,58651,Suburban,Single,71,6,95,0,3,Offer4,Call Center,472.599683,Four-Door Car,Medsize,2,7,2
AM97901,22986.15393,No,Premium,College,1/23/11,Employed,F,84831,Suburban,Single,192,13,37,0,2,Offer1,Branch,1336.931716,Sports Car,Medsize,3,8,3
RE42925,13107.92594,No,Basic,Bachelor,2/28/11,Employed,M,49088,Suburban,Divorced,114,17,87,1,2,Offer3,Branch,547.2,SUV,Small,1,3,5
TR81766,7462.926263,Yes,Extended,College,1/28/11,Employed,F,70263,Rural,Married,93,30,66,0,5,Offer2,Call Center,7.345946,Two-Door Car,Small,1,3,4
CH85057,11463.99097,No,Premium,Doctor,1/15/11,Employed,F,45354,Rural,Married,285,5,51,0,1,Offer4,Agent,540.141566,Luxury SUV,Medsize,2,2,5
UP71482,7236.132483,No,Basic,High School or Below,1/11/11,Unemployed,M,0,Suburban,Married,63,11,73,0,2,Offer3,Call Center,383.363758,Four-Door Car,Large,2,4,2
EG40670,6232.687923,No,Extended,Bachelor,1/8/11,Disabled,F,28334,Suburban,Single,83,3,44,0,7,Offer1,Agent,537.765151,Four-Door Car,Medsize,3,9,4
HV83672,28393.32994,No,Extended,Bachelor,2/9/11,Employed,F,38772,Urban,Married,90,8,87,0,2,Offer1,Branch,321.873474,Four-Door Car,Medsize,2,4,5
MG10140,3746.751625,Yes,Extended,College,2/26/11,Employed,F,41479,Rural,Married,94,14,38,1,1,Offer2,Call Center,19.575683,Two-Door Car,Large,2,4,5
TC44716,21569.33731,No,Basic,Bachelor,2/19/11,Retired,M,23909,Suburban,Single,119,21,86,0,2,Offer1,Agent,571.2,SUV,Medsize,2,4,4
QO65264,5012.083744,No,Basic,College,1/3/11,Employed,M,48328,Rural,Married,63,22,12,0,7,Offer2,Branch,108.138715,Two-Door Car,Small,2,2,4
EB66698,3371.858433,No,Extended,High School or Below,1/27/11,Employed,M,86689,Suburban,Single,85,3,72,0,1,Offer2,Agent,408.0,Two-Door Car,Small,1,1,4
OT52034,3864.776795,No,Extended,Bachelor,2/2/11,Employed,M,24204,Suburban,Married,99,25,41,1,1,Offer2,Branch,707.303416,Four-Door Car,Medsize,2,2,4
CH85444,4145.711862,No,Premium,College,1/25/11,Disabled,M,25943,Suburban,Married,110,26,83,0,1,Offer1,Branch,1067.333126,Two-Door Car,Small,1,3,5
PU85769,5156.072651,No,Basic,High School or Below,2/12/11,Unemployed,M,0,Suburban,Single,73,5,72,0,7,Offer1,Branch,807.947292,Four-Door Car,Small,2,7,4
UI73201,3667.37497,No,Extended,College,1/7/11,Employed,M,62375,Suburban,Married,92,34,34,0,1,Offer3,Web,618.630955,Two-Door Car,Medsize,2,7,4
SL50592,7835.683513,No,Basic,High School or Below,1/22/11,Unemployed,F,0,Suburban,Married,71,7,24,0,2,Offer4,Web,404.272806,Four-Door Car,Small,1,1,4
XP11075,14567.26841,No,Premium,Bachelor,1/12/11,Unemployed,M,0,Suburban,Single,148,8,18,0,2,Offer1,Agent,710.4,SUV,Medsize,2,7,2
SI31236,10171.33903,No,Basic,Bachelor,1/15/11,Employed,M,70200,Suburban,Divorced,65,25,10,0,2,Offer2,Agent,312.0,Four-Door Car,Medsize,1,1,5
JN26745,4135.775206,No,Premium,Bachelor,1/30/11,Unemployed,F,0,Suburban,Married,112,16,62,0,1,Offer3,Agent,707.977614,Four-Door Car,Large,3,5,3
VK48036,5511.491102,No,Basic,College,1/19/11,Employed,F,79027,Suburban,Single,70,13,37,0,5,Offer1,Agent,336.0,Four-Door Car,Medsize,1,6,5
EC71986,2429.280527,No,Basic,High School or Below,1/18/11,Medical Leave,F,26736,Suburban,Married,63,6,64,0,1,Offer1,Agent,367.92773,Four-Door Car,Medsize,2,4,1
DS45802,5414.61734,No,Basic,High School or Below,2/19/11,Employed,F,26893,Rural,Married,68,1,31,0,5,Offer4,Agent,68.226001,Four-Door Car,Medsize,2,2,4
OA96690,7421.593541,No,Extended,High School or Below,1/10/11,Employed,F,47406,Urban,Married,94,2,96,1,6,Offer1,Agent,287.149807,Four-Door Car,Medsize,2,2,5
EM27919,4458.113369,Yes,Basic,Bachelor,1/2/11,Retired,M,17622,Suburban,Divorced,65,1,36,1,3,Offer1,Agent,312.0,Four-Door Car,Medsize,2,2,4
QO41043,14476.12489,No,Extended,College,2/25/11,Disabled,F,27572,Suburban,Married,124,11,57,0,2,Offer3,Branch,595.2,SUV,Medsize,1,1,5
OV50124,4936.888359,No,Basic,College,1/15/11,Unemployed,F,0,Suburban,Single,72,7,34,2,7,Offer2,Agent,391.636628,Two-Door Car,Medsize,2,2,5
PR31642,4525.276524,No,Basic,Bachelor,1/29/11,Employed,F,32802,Suburban,Married,114,31,8,0,1,Offer2,Call Center,547.2,SUV,Medsize,2,4,5
PO98961,6701.770088,No,Extended,College,2/19/11,Medical Leave,M,18400,Suburban,Married,89,26,52,0,8,Offer2,Agent,640.8,Two-Door Car,Small,1,1,1
TK30357,14134.3474,No,Basic,Bachelor,2/10/11,Employed,F,90844,Rural,Divorced,118,10,98,0,2,Offer1,Agent,232.674417,SUV,Medsize,2,2,4
NF31087,24723.18311,No,Basic,High School or Below,1/9/11,Employed,F,44685,Suburban,Married,69,1,41,0,2,Offer2,Agent,331.2,Four-Door Car,Medsize,2,7,3
NH16984,2838.067784,No,Extended,Bachelor,2/7/11,Unemployed,F,0,Urban,Divorced,80,30,8,0,1,Offer1,Web,336.50961,Four-Door Car,Medsize,2,4,4
OS75493,3848.483648,No,Extended,High School or Below,2/9/11,Employed,F,42589,Suburban,Divorced,98,8,73,0,1,Offer1,Agent,470.4,Four-Door Car,Medsize,1,6,4
VT63298,19504.4739,No,Basic,Bachelor,1/9/11,Unemployed,M,0,Suburban,Single,72,17,55,0,2,Offer3,Agent,345.6,Four-Door Car,Medsize,2,4,5
HT16519,26900.27013,No,Basic,Bachelor,1/13/11,Employed,F,63009,Urban,Married,112,17,49,0,2,Offer3,Call Center,485.286815,Sports Car,Small,2,2,1
SZ16483,4361.372941,No,Premium,High School or Below,2/4/11,Employed,F,79583,Suburban,Married,109,12,76,2,1,Offer1,Agent,523.2,Four-Door Car,Medsize,2,2,2
VM92311,2529.077508,No,Basic,High School or Below,2/21/11,Employed,F,89129,Suburban,Single,64,24,93,0,1,Offer2,Branch,328.870868,Four-Door Car,Medsize,2,2,2
NJ46849,2504.444752,No,Basic,College,1/9/11,Unemployed,M,0,Suburban,Single,69,23,15,0,1,Offer2,Branch,496.8,Four-Door Car,Medsize,2,7,2
WZ31900,8649.700578,No,Basic,Bachelor,1/11/11,Employed,F,94389,Rural,Married,107,16,76,0,8,Offer2,Call Center,85.063708,SUV,Medsize,1,1,5
RG30482,13668.35528,No,Premium,College,2/3/11,Unemployed,F,0,Suburban,Single,197,5,50,0,9,Offer1,Call Center,1418.4,SUV,Medsize,2,2,5
ZM86949,20635.0846,No,Basic,High School or Below,2/17/11,Employed,F,84106,Suburban,Single,64,0,86,0,2,Offer1,Branch,334.408717,Two-Door Car,Medsize,2,2,5
QQ39596,2517.533581,No,Basic,College,2/26/11,Unemployed,F,0,Rural,Married,69,2,71,0,1,Offer2,Call Center,42.096415,Four-Door Car,Medsize,2,2,2
FH51383,5326.677654,No,Basic,High School or Below,2/7/11,Employed,F,76717,Urban,Married,66,26,10,0,6,Offer4,Call Center,300.528579,Two-Door Car,Large,2,2,4
BJ53923,2600.272131,No,Basic,High School or Below,1/20/11,Employed,M,51978,Rural,Married,66,18,81,0,1,Offer2,Agent,144.782152,Four-Door Car,Medsize,1,1,2
CZ96653,8534.792754,No,Basic,Bachelor,2/21/11,Employed,F,47325,Rural,Married,107,0,92,0,6,Offer1,Web,64.598216,SUV,Small,2,7,5
FB23788,8828.834957,No,Basic,High School or Below,1/27/11,Employed,M,86721,Suburban,Divorced,111,33,10,0,3,Offer4,Call Center,532.8,SUV,Large,1,3,5
NT43594,2248.449633,Yes,Basic,Bachelor,1/29/11,Retired,F,24910,Suburban,Single,63,7,63,1,1,Offer1,Branch,347.857619,Four-Door Car,Medsize,2,4,3
VO38365,8861.149536,No,Basic,College,2/5/11,Employed,F,90125,Rural,Married,110,1,72,0,3,Offer3,Branch,128.645946,SUV,Medsize,1,1,1
KJ86296,4556.592993,No,Basic,High School or Below,2/1/11,Unemployed,M,0,Suburban,Single,73,24,40,2,9,Offer1,Agent,525.6,Four-Door Car,Medsize,2,7,5
PI47776,2530.705137,Yes,Basic,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,11,2,0,1,Offer2,Web,61.769564,Four-Door Car,Medsize,1,1,5
MD73554,5251.983996,No,Basic,College,2/22/11,Employed,M,59537,Suburban,Married,66,23,5,0,7,Offer1,Branch,316.8,Two-Door Car,Medsize,2,4,4
UX92071,6743.119265,No,Basic,High School or Below,1/4/11,Unemployed,M,0,Suburban,Single,199,6,37,0,1,Offer4,Call Center,955.2,Luxury SUV,Medsize,2,4,5
YG44474,14014.72129,No,Basic,College,2/12/11,Employed,M,54193,Suburban,Married,117,2,83,0,2,Offer1,Call Center,720.752945,SUV,Medsize,1,3,5
UH45301,9438.915619,No,Premium,College,1/11/11,Employed,M,86946,Urban,Married,118,13,14,0,7,Offer2,Agent,340.656963,Four-Door Car,Medsize,2,4,5
RY92647,10506.77172,No,Extended,Bachelor,1/13/11,Unemployed,F,0,Suburban,Married,92,15,36,0,2,Offer1,Branch,546.524896,Four-Door Car,Medsize,2,2,4
IK12620,4213.918619,No,Premium,High School or Below,1/19/11,Disabled,F,12160,Urban,Married,109,5,34,0,1,Offer2,Agent,489.411833,Four-Door Car,Medsize,2,4,2
GQ66762,4773.686425,No,Basic,College,2/8/11,Employed,M,33701,Urban,Single,63,16,67,0,5,Offer3,Agent,171.325856,Four-Door Car,Small,2,7,4
RY92254,4547.892543,No,Premium,Bachelor,1/13/11,Employed,M,33531,Suburban,Married,116,11,15,0,1,Offer4,Agent,801.577478,Two-Door Car,Medsize,2,2,1
XD85577,2842.266905,No,Basic,Bachelor,2/13/11,Employed,M,69417,Rural,Divorced,73,30,78,1,1,Offer1,Branch,30.874869,Four-Door Car,Small,2,4,4
TM65736,3059.550321,No,Extended,Master,2/10/11,Employed,M,38644,Urban,Married,78,28,0,1,1,Offer3,Web,361.455219,Four-Door Car,Medsize,2,2,5
VJ51327,20314.9976,No,Basic,High School or Below,1/21/11,Employed,F,63209,Rural,Married,102,20,28,2,2,Offer1,Agent,207.320041,SUV,Small,2,2,4
GS98873,3239.124699,No,Extended,Bachelor,2/3/11,Disabled,F,16061,Suburban,Single,88,26,23,0,1,Offer3,Web,633.6,Four-Door Car,Medsize,2,7,2
CW49887,4626.801093,Yes,Basic,Master,1/16/11,Employed,F,79487,Suburban,Divorced,114,20,87,0,1,Offer2,Branch,547.2,SUV,Medsize,3,8,4
MY31220,8997.040244,No,Premium,College,1/15/11,Employed,F,54230,Suburban,Married,112,10,21,0,9,Offer2,Agent,537.6,Two-Door Car,Medsize,2,7,4
UH35128,25807.063,Yes,Extended,College,2/13/11,Employed,F,71210,Suburban,Married,214,8,89,1,2,Offer1,Branch,1027.2,Luxury Car,Small,2,7,5
WH52799,3808.122147,Yes,Extended,College,1/28/11,Employed,F,94903,Suburban,Married,94,3,38,0,1,Offer2,Agent,451.2,Two-Door Car,Small,1,3,2
WL99637,7614.137981,No,Extended,Bachelor,2/2/11,Employed,M,27293,Suburban,Married,96,20,55,0,6,Offer2,Web,469.030907,Two-Door Car,Medsize,2,2,2
UC84059,6898.455315,No,Premium,Master,2/10/11,Employed,F,70950,Urban,Married,171,6,12,0,1,Offer4,Call Center,565.929394,Sports Car,Medsize,2,2,4
HW62747,2298.379166,No,Basic,College,1/2/11,Unemployed,M,0,Suburban,Married,63,19,9,0,1,Offer2,Branch,302.4,Four-Door Car,Small,1,6,5
BH11344,2806.696138,No,Basic,Doctor,2/17/11,Employed,F,37009,Rural,Single,71,1,45,0,1,Offer1,Branch,145.673348,Two-Door Car,Medsize,1,3,5
TX28465,5206.118179,No,Basic,College,1/23/11,Employed,M,52629,Rural,Married,65,30,22,0,6,Offer1,Branch,136.684141,Four-Door Car,Medsize,2,2,3
OK56965,45708.65342,No,Basic,Bachelor,1/19/11,Employed,F,31264,Urban,Divorced,198,9,54,1,2,Offer2,Branch,825.657746,Luxury SUV,Medsize,2,7,4
WT22392,8007.349108,No,Basic,College,1/24/11,Employed,F,65473,Urban,Married,67,4,14,0,2,Offer2,Call Center,277.685667,Four-Door Car,Medsize,2,4,5
GG68407,2321.88367,No,Basic,High School or Below,2/22/11,Unemployed,F,0,Suburban,Single,65,13,7,0,1,Offer2,Agent,468.0,Four-Door Car,Medsize,2,2,1
KC71643,2463.236825,No,Basic,High School or Below,1/17/11,Employed,M,99144,Suburban,Married,61,29,51,0,1,Offer2,Call Center,292.8,Four-Door Car,Medsize,1,3,5
NR32615,5498.940679,Yes,Basic,College,2/5/11,Medical Leave,M,22520,Suburban,Married,73,17,64,0,3,Offer1,Branch,350.4,Four-Door Car,Medsize,1,3,4
GS69842,5243.828046,No,Basic,Bachelor,1/17/11,Employed,F,36615,Urban,Married,65,14,7,0,5,Offer2,Call Center,264.563772,Four-Door Car,Medsize,3,5,2
KP72427,21639.83862,No,Basic,High School or Below,2/21/11,Employed,M,64455,Rural,Married,108,5,43,0,2,Offer2,Agent,133.735395,SUV,Medsize,2,2,1
KD23847,4886.544296,No,Basic,High School or Below,1/27/11,Employed,F,76374,Suburban,Divorced,61,21,28,0,7,Offer2,Call Center,292.8,Four-Door Car,Small,2,2,2
GK72076,4169.356909,No,Premium,Bachelor,2/7/11,Employed,F,35457,Suburban,Single,105,0,93,0,1,Offer1,Branch,641.230581,Four-Door Car,Small,2,2,1
NK91488,5479.555081,Yes,Basic,Master,1/13/11,Employed,M,56005,Suburban,Married,68,31,30,1,3,Offer1,Branch,326.4,Four-Door Car,Small,2,2,3
QK46697,6177.109254,No,Extended,Bachelor,1/25/11,Employed,M,61040,Rural,Married,79,12,24,1,4,Offer4,Agent,20.382876,Two-Door Car,Medsize,2,2,1
WP73172,8287.679305,No,Basic,Bachelor,2/26/11,Employed,F,81367,Urban,Married,103,2,32,0,4,Offer3,Branch,415.768941,SUV,Medsize,3,5,5
PS30217,9886.656416,No,Extended,Bachelor,2/16/11,Employed,F,44817,Suburban,Married,83,23,89,0,2,Offer1,Agent,527.421579,Four-Door Car,Small,2,7,4
EL62967,2712.915597,No,Basic,High School or Below,2/7/11,Employed,F,58508,Rural,Single,69,32,11,0,1,Offer2,Web,57.614392,Two-Door Car,Medsize,2,2,5
MU23938,10477.67631,No,Extended,Bachelor,2/9/11,Employed,M,45259,Rural,Single,138,1,27,0,4,Offer3,Agent,272.217171,SUV,Medsize,2,4,5
VC83809,3436.134281,Yes,Extended,Doctor,2/18/11,Employed,M,30817,Rural,Divorced,88,25,43,0,1,Offer2,Branch,91.834668,Four-Door Car,Medsize,2,2,4
VL34577,2596.1852,No,Basic,High School or Below,2/9/11,Unemployed,F,0,Suburban,Single,72,3,65,0,1,Offer1,Agent,345.6,Two-Door Car,Medsize,2,2,5
QE12539,12731.95161,Yes,Basic,Doctor,1/14/11,Employed,M,40870,Suburban,Married,105,3,56,0,2,Offer1,Agent,504.0,SUV,Large,2,4,4
YO15246,3494.147878,No,Extended,High School or Below,2/17/11,Employed,M,35001,Suburban,Single,96,18,87,3,1,Offer1,Web,460.8,Four-Door Car,Small,2,7,3
WF73839,7597.910661,No,Basic,College,2/4/11,Employed,F,49937,Urban,Married,64,1,45,0,2,Offer3,Web,302.586407,Two-Door Car,Medsize,2,7,2
TJ11671,4015.214476,No,Premium,Bachelor,1/2/11,Unemployed,F,0,Suburban,Married,109,35,75,0,1,Offer1,Branch,523.2,Four-Door Car,Small,2,7,5
SV34223,20477.10841,No,Basic,College,1/1/11,Employed,F,58317,Suburban,Married,73,0,56,0,2,Offer4,Call Center,350.4,Four-Door Car,Medsize,2,7,4
XD19546,8160.689782,No,Basic,High School or Below,1/21/11,Unemployed,F,0,Suburban,Married,109,15,61,0,7,Offer1,Web,523.2,SUV,Medsize,2,4,4
OY95739,12298.6863,Yes,Basic,High School or Below,2/20/11,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Offer1,Call Center,542.4,SUV,Medsize,1,1,3
SW57539,8714.922135,Yes,Basic,College,2/21/11,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Offer1,Agent,566.4,SUV,Medsize,1,1,4
IA62027,4853.534204,No,Basic,Bachelor,1/20/11,Unemployed,F,0,Suburban,Single,65,24,53,0,3,Offer1,Web,468.0,Four-Door Car,Medsize,2,2,2
FZ20933,4880.94644,No,Basic,High School or Below,1/24/11,Employed,M,24398,Suburban,Married,63,14,79,1,3,Offer2,Agent,302.4,Four-Door Car,Large,2,7,5
WR62597,2311.382109,No,Basic,College,1/28/11,Medical Leave,M,24641,Suburban,Married,61,16,57,0,1,Offer1,Branch,294.92773,Four-Door Car,Medsize,1,3,5
KU61611,4327.098922,No,Basic,High School or Below,2/6/11,Employed,M,69040,Suburban,Married,108,4,88,0,1,Offer1,Call Center,518.4,Sports Car,Small,1,1,2
XW98867,12298.6863,Yes,Basic,High School or Below,2/20/11,Medical Leave,M,17101,Suburban,Single,113,1,88,0,2,Offer1,Call Center,542.4,SUV,Medsize,2,7,5
PP80817,8323.533338,No,Basic,High School or Below,2/2/11,Employed,F,59886,Rural,Married,104,30,1,0,4,Offer1,Agent,71.729298,Sports Car,Medsize,2,7,4
DT77901,10179.71704,Yes,Premium,Bachelor,1/5/11,Retired,F,14290,Suburban,Married,271,20,40,0,1,Offer1,Agent,1300.8,Luxury SUV,Medsize,2,2,5
DX34647,7761.267839,No,Extended,College,2/24/11,Employed,F,43137,Suburban,Married,96,8,41,0,8,Offer2,Call Center,460.8,Two-Door Car,Large,2,2,4
OD56551,5239.890913,No,Basic,College,1/9/11,Employed,M,27978,Suburban,Single,69,3,21,1,7,Offer1,Branch,447.911255,Four-Door Car,Medsize,2,2,5
OO63074,4517.908834,No,Basic,Bachelor,2/9/11,Medical Leave,F,25261,Suburban,Married,118,31,9,0,1,Offer4,Branch,566.4,SUV,Medsize,2,2,4
EH24828,2389.774148,No,Basic,College,1/11/11,Employed,M,58652,Suburban,Married,64,14,75,5,1,Offer2,Agent,307.2,Four-Door Car,Small,2,7,3
CX99919,4130.628776,No,Basic,College,2/6/11,Retired,F,28321,Suburban,Single,111,34,32,0,1,Offer3,Branch,537.391704,SUV,Medsize,1,1,3
PS31050,21404.35885,No,Basic,Bachelor,2/28/11,Unemployed,F,0,Suburban,Single,69,35,79,0,2,Offer1,Branch,496.8,Four-Door Car,Medsize,2,2,1
NU32697,5227.766419,No,Basic,College,1/22/11,Unemployed,M,0,Suburban,Single,72,20,12,0,6,Offer1,Agent,518.4,Four-Door Car,Medsize,1,1,5
PU98976,6187.345744,No,Extended,Bachelor,2/5/11,Unemployed,F,0,Suburban,Single,88,17,25,0,6,Offer1,Call Center,633.6,Four-Door Car,Medsize,2,2,4
ZR20842,5113.874718,No,Extended,College,1/23/11,Employed,M,94415,Urban,Married,127,6,53,1,1,Offer1,Branch,492.770321,Sports Car,Medsize,2,4,2
NF35573,11039.31617,No,Basic,High School or Below,1/3/11,Unemployed,M,0,Suburban,Married,103,4,67,0,2,Offer2,Call Center,1149.203884,SUV,Medsize,3,9,5
DF66914,32227.08389,No,Basic,Bachelor,2/15/11,Employed,F,45331,Suburban,Married,100,0,8,0,2,Offer2,Agent,572.635987,SUV,Medsize,2,4,2
YM99866,2611.965869,No,Basic,High School or Below,2/28/11,Employed,M,53904,Suburban,Married,67,1,17,2,1,Offer3,Agent,321.6,Four-Door Car,Medsize,2,7,2
VH62084,13372.32772,No,Basic,High School or Below,2/6/11,Unemployed,M,0,Suburban,Single,74,18,58,0,2,Offer1,Agent,811.086484,Four-Door Car,Medsize,2,2,4
SE28250,4838.981869,No,Basic,Bachelor,1/17/11,Unemployed,M,0,Suburban,Divorced,70,11,36,2,7,Offer2,Agent,336.0,Four-Door Car,Large,3,5,2
MD86050,4721.659016,No,Basic,High School or Below,2/28/11,Unemployed,M,0,Suburban,Single,67,20,38,0,8,Offer4,Branch,482.4,Four-Door Car,Medsize,2,2,5
GF17866,3873.647046,Yes,Basic,College,1/20/11,Retired,M,28142,Suburban,Married,105,18,50,0,1,Offer2,Agent,701.708239,Sports Car,Medsize,1,3,5
FU99476,6770.306834,No,Extended,High School or Below,2/22/11,Employed,M,74422,Rural,Divorced,85,4,3,1,3,Offer1,Call Center,95.338505,Four-Door Car,Medsize,2,4,1
KO44736,16979.79757,Yes,Basic,Bachelor,1/17/11,Employed,M,35095,Suburban,Divorced,73,25,56,0,2,Offer2,Call Center,525.6,Two-Door Car,Small,2,2,5
KI55845,13681.71178,No,Basic,College,2/18/11,Employed,F,55588,Suburban,Married,114,15,40,0,2,Offer1,Branch,547.2,SUV,Medsize,2,7,5
JJ24476,5717.221919,No,Basic,Master,2/25/11,Employed,F,52391,Suburban,Married,71,9,32,0,3,Offer2,Web,409.763267,Two-Door Car,Medsize,2,7,2
VC68509,9486.596417,No,Extended,Bachelor,1/20/11,Employed,F,42240,Rural,Married,79,25,10,0,2,Offer3,Agent,46.386546,Four-Door Car,Medsize,2,2,5
QN62502,3839.143697,No,Extended,Bachelor,2/7/11,Employed,F,70146,Rural,Married,96,28,65,0,1,Offer2,Branch,157.440069,Four-Door Car,Medsize,2,4,5
EL92515,11211.59027,No,Extended,College,1/27/11,Employed,F,41121,Suburban,Divorced,94,20,56,0,2,Offer1,Call Center,451.2,Four-Door Car,Medsize,2,7,5
VL84149,25807.063,Yes,Extended,College,2/13/11,Employed,F,71210,Suburban,Married,214,8,89,1,2,Offer1,Branch,1027.2,Luxury Car,Small,1,3,5
JX19907,3798.32165,No,Premium,Bachelor,2/4/11,Unemployed,M,0,Suburban,Married,107,34,70,1,1,Offer1,Web,1261.943541,Two-Door Car,Medsize,1,1,5
BC66921,2816.567395,No,Basic,High School or Below,2/16/11,Employed,F,41228,Suburban,Single,71,19,13,0,1,Offer1,Branch,340.8,Four-Door Car,Small,2,2,3
IA15979,6948.325858,No,Extended,College,2/6/11,Employed,M,40598,Urban,Single,91,35,98,0,5,Offer1,Agent,302.791402,Four-Door Car,Medsize,2,2,1
GN80437,3444.967503,No,Extended,College,2/28/11,Unemployed,F,0,Suburban,Married,91,28,59,0,1,Offer2,Branch,596.050118,Four-Door Car,Medsize,3,5,5
