Fecha,ID_Anuncio,Impresiones,Clics,Interacciones,Conversiones,Quartil_25,Quartil_50,Quartil_75,Completado,Spend
2022-05-10,3027,1930,36,63,3,261,73,12,10,4.01
2022-05-10,3028,240,26,75,30,34,6,0,0,1.81
2022-05-10,3029,3412,55,9,3,632,97,75,67,27.93
2022-05-10,3030,2859,8,8,1,710,318,106,79,4.5
2022-05-10,3031,2281,430,587,66,385,86,29,17,143.76
2022-05-10,3032,3301,525,1545,456,415,285,48,40,96.9
2022-05-10,3033,4084,113,158,38,924,621,70,69,27.09
2022-05-10,3034,1313,43,35,5,138,40,5,5,14.28
2022-05-10,3035,3872,111,311,64,1123,245,73,45,53.86
2022-05-10,3036,379,5,15,2,46,7,7,7,2.46
2022-05-10,3037,3159,25,41,0,424,189,54,52,11.97
2022-05-10,3038,4504,1,1,0,3838,410,44,39,4.6
2022-05-10,3039,4065,10,27,4,641,280,30,23,3.09
2022-05-10,3040,4834,386,535,184,3290,825,84,60,191.79
2022-05-10,3041,2352,215,135,18,2142,262,67,35,93.61
2022-05-10,3042,1306,83,333,68,1165,200,81,53,16.92
2022-05-10,3043,2320,195,206,18,2121,861,129,125,66.66
2022-05-10,3044,3421,371,934,4,814,146,20,11,69.35
2022-05-10,3045,1698,86,48,9,412,67,16,10,17.83
2022-05-10,3046,3518,336,881,219,2295,992,106,101,84.24
2022-05-10,3047,3667,165,662,220,770,640,72,46,52.87
2022-05-10,3048,3035,61,272,61,401,87,29,17,22.05
2022-05-10,3049,1346,220,4,1,146,19,2,2,74.05
2022-05-10,3050,3650,1755,1229,154,372,41,5,4,829.51
2022-05-11,3001,4683,467,1545,764,552,83,18,16,115.13
2022-05-11,3002,4967,827,3212,781,869,96,11,8,92.99
2022-05-11,3003,1714,514,194,46,536,64,8,7,71.06
2022-05-11,3004,3253,27,17,3,766,84,81,50,10.48
2022-05-11,3005,4159,478,183,38,1676,714,216,130,51.06
2022-05-11,3006,1562,196,233,115,186,20,2,1,65.21
2022-05-11,3007,4769,624,573,39,1133,614,88,87,175.15
2022-05-11,3008,1384,161,461,113,149,24,4,2,12.2
2022-05-11,3009,4492,626,1360,3,595,95,46,44,304.78
2022-05-11,3010,3858,523,1929,80,386,63,10,7,174.86
2022-05-11,3011,3127,310,778,197,850,318,42,35,141.59
2022-05-11,3012,792,204,48,11,83,11,1,0,37.49
2022-05-11,3013,1100,330,94,2,262,45,6,6,138.29
2022-05-11,3014,266,57,83,17,33,3,0,0,21.31
2022-05-11,3015,4486,397,84,38,508,63,27,20,108.65
2022-05-11,3016,1886,109,70,9,279,121,72,46,51.14
2022-05-11,3017,3305,372,1613,12,2680,865,97,81,132.03
2022-05-11,3018,1796,29,23,2,209,27,2,1,12.44
2022-05-11,3019,437,26,9,3,48,6,1,1,1.67
2022-05-11,3020,840,85,133,50,526,62,29,24,28.15
2022-05-11,3021,2038,103,15,0,243,31,7,4,20.03
2022-05-11,3022,4375,2160,2512,850,1841,239,38,20,847.82
2022-05-11,3023,3133,918,484,55,354,113,14,9,303.09
2022-05-11,3024,908,88,185,34,139,17,5,2,16.58
2022-05-11,3025,764,15,36,11,384,147,46,46,6.93
2022-05-11,3026,1224,112,197,56,289,30,3,2,44.99
2022-05-11,3027,648,50,161,34,106,13,5,2,18.35
2022-05-11,3028,1820,148,45,9,272,40,4,3,59.98
2022-05-11,3029,4888,169,273,78,596,103,17,12,49.77
2022-05-11,3030,2025,239,117,9,224,72,53,31,23.73
2022-05-11,3031,2733,295,360,75,356,35,10,7,26.48
2022-05-11,3032,4346,1829,4163,416,1356,190,22,22,256.44
2022-05-11,3033,2356,361,1057,236,805,268,39,32,83.18
2022-05-11,3034,2037,42,4,0,255,42,8,4,10.04
2022-05-11,3035,2412,257,52,14,1472,185,45,26,24.21
2022-05-11,3036,1319,112,175,27,231,78,19,16,33.03
2022-05-11,3037,1932,463,1183,108,386,61,13,7,222.02
2022-05-11,3038,125,5,18,8,12,2,1,0,0.67
2022-05-11,3039,1619,69,103,7,170,60,10,8,30.62
2022-05-11,3040,217,20,5,1,24,5,1,0,3.61
2022-05-11,3041,306,60,160,12,40,10,1,0,5.62
2022-05-11,3042,3353,369,398,127,922,119,51,25,96.69
2022-05-11,3043,2410,227,378,96,350,39,7,4,33.68
2022-05-11,3044,4134,503,762,122,612,61,12,10,213.28
2022-05-11,3045,1598,246,315,55,325,51,6,6,66.73
2022-05-11,3046,3952,973,3612,217,1108,353,44,35,297.59
2022-05-11,3047,2943,877,1617,479,634,202,51,29,347.71
2022-05-11,3048,4590,1245,3579,971,559,93,14,13,179.49
2022-05-11,3049,3717,211,59,26,463,60,26,26,98.87
2022-05-11,3050,4564,422,1182,379,799,176,40,31,112.97
2022-05-12,3001,2007,453,156,34,1315,221,74,40,198.93
2022-05-12,3002,4535,832,437,44,562,64,7,4,131.53
2022-05-12,3003,3267,76,207,71,624,104,14,11,29.13
2022-05-12,3004,2797,523,846,80,335,92,17,13,30.57
2022-05-12,3005,2483,306,334,144,848,153,34,17,29.64
2022-05-12,3006,734,84,76,5,343,42,7,4,23.49
2022-05-12,3007,1731,58,153,0,525,84,34,21,26.34
2022-05-12,3008,1595,132,175,44,201,39,5,3,47.1
2022-05-12,3009,2472,724,115,33,253,70,10,5,229.4
2022-05-12,3010,1917,26,48,17,218,24,5,5,7.08
2022-05-12,3011,4405,147,429,24,896,179,38,32,16.39
2022-05-12,3012,3280,477,820,166,1486,1180,337,169,119.11
2022-05-12,3013,2295,398,121,6,1035,170,38,29,106.1
2022-05-12,3014,422,60,232,5,67,29,4,2,7.3
2022-05-12,3015,372,31,65,14,45,6,1,0,2.33
2022-05-12,3016,303,7,2,0,95,16,1,1,1.52
2022-05-12,3017,3554,676,1947,30,1024,153,30,17,92.81
2022-05-12,3018,2068,491,1037,112,284,34,6,6,245.13
2022-05-12,3019,3018,46,22,3,2171,320,62,37,20.28
2022-05-12,3020,3812,318,1242,241,979,204,24,16,154.96
2022-05-12,3021,2167,350,323,113,612,116,16,10,175.27
2022-05-12,3022,2071,126,177,65,349,34,3,1,22.05
2022-05-12,3023,4351,459,111,17,835,110,42,24,99.35
2022-05-12,3024,2854,99,104,2,305,38,12,6,47.02
2022-05-12,3025,1240,72,169,25,135,14,1,1,29.58
2022-05-12,3026,3995,549,1057,396,546,60,17,12,261.76
2022-05-12,3027,3182,143,478,149,501,141,46,34,47.83
2022-05-12,3028,3106,328,653,96,2111,215,32,28,133.47
2022-05-12,3029,3335,724,1885,535,370,143,28,22,172.27
2022-05-12,3030,218,22,42,17,33,4,4,4,1.49
2022-05-12,3031,2977,216,283,71,730,185,169,94,61.14
2022-05-12,3032,422,42,131,23,143,27,5,2,6.78
2022-05-12,3033,4205,53,197,63,445,161,32,21,24.77
2022-05-12,3034,2453,53,139,6,337,152,29,23,4.04
2022-05-12,3035,1916,220,15,1,193,96,20,17,69.48
2022-05-12,3036,4597,53,103,13,2096,241,87,85,24.83
2022-05-12,3037,4882,740,91,3,2437,290,50,39,271.5
2022-05-12,3038,122,36,5,0,60,52,7,5,17.25
2022-05-12,3039,2926,285,7,2,481,205,38,22,86.18
2022-05-12,3040,3804,232,288,35,505,350,107,74,83.25
2022-05-12,3041,1768,67,251,45,536,117,23,22,11.43
2022-05-12,3042,1484,211,89,8,614,190,21,14,68.01
2022-05-12,3043,4148,222,81,18,461,73,10,9,82.63
2022-05-12,3044,1337,185,156,19,1087,117,101,79,89.66
2022-05-12,3045,2325,154,240,57,367,119,14,14,74.9
2022-05-12,3046,112,9,1,0,11,2,1,1,3.61
2022-05-12,3047,1772,292,45,5,289,53,7,5,29.67
2022-05-12,3048,3632,442,232,20,2154,308,47,28,211.28
2022-05-12,3049,4891,430,471,77,556,68,17,14,92.7
2022-05-12,3050,4260,133,442,218,478,120,12,12,15.86
2022-05-13,3001,4240,254,24,7,649,65,13,6,73.39
2022-05-13,3002,1468,424,958,244,732,89,8,7,202.24
2022-05-13,3003,1040,86,250,56,146,18,2,2,32.17
2022-05-13,3004,4641,428,498,78,3154,572,76,52,38.71
2022-05-13,3005,495,28,51,2,75,10,3,2,5.27
2022-05-13,3006,4992,64,86,22,2044,455,134,132,23.36
2022-05-13,3007,591,20,47,4,116,21,2,2,7.57
2022-05-13,3008,1036,41,93,6,587,58,53,50,6.89
2022-05-13,3009,4108,215,195,74,506,94,15,9,102.79
2022-05-13,3010,781,389,284,73,609,268,40,30,193.05
2022-05-13,3011,2661,151,472,88,794,252,123,65,37.1
2022-05-13,3012,1591,95,79,23,249,76,10,9,45.88
2022-05-13,3013,3313,106,265,78,383,167,36,22,48.66
2022-05-13,3014,3604,157,139,22,892,111,16,16,10.33
2022-05-13,3015,2877,141,366,117,767,127,21,16,37.35
2022-05-13,3016,684,26,92,10,100,15,15,8,4.2
2022-05-13,3017,1303,10,20,2,144,22,3,1,4.18
2022-05-13,3018,1265,60,195,79,417,139,60,55,17.85
2022-05-13,3019,1918,154,397,39,209,27,6,6,66.43
2022-05-13,3020,365,8,1,0,84,21,9,5,3.96
2022-05-13,3021,3359,88,27,10,878,699,89,80,7.44
2022-05-13,3022,3725,451,336,53,663,146,65,49,174.72
2022-05-13,3023,2650,142,498,72,538,405,374,289,64.4
2022-05-13,3024,1958,246,99,21,363,172,48,39,43.84
2022-05-13,3025,1025,100,144,7,191,55,18,11,45.14
2022-05-13,3026,4474,172,277,32,1786,408,43,41,43.23
2022-05-13,3027,4273,462,372,9,539,108,18,14,167.87
2022-05-13,3028,2690,43,7,0,1202,340,224,187,16.43
2022-05-13,3029,1185,368,1101,17,279,67,8,6,55.6
2022-05-13,3030,1967,28,89,35,1741,1326,421,373,11.13
2022-05-13,3031,989,80,113,7,241,30,4,3,22.75
2022-05-13,3032,2792,87,122,20,294,47,9,7,29.53
2022-05-13,3033,3874,365,1532,170,580,280,274,265,148.15
2022-05-13,3034,3320,135,71,15,701,104,10,6,56.96
2022-05-13,3035,3244,541,471,227,587,247,49,24,156.55
2022-05-13,3036,3875,1545,1722,800,840,120,37,32,582.36
2022-05-13,3037,3539,88,270,117,732,170,50,31,21.23
2022-05-13,3038,4548,943,1438,180,1633,182,18,15,171.3
2022-05-13,3039,3788,63,179,4,981,110,60,55,7.04
2022-05-13,3040,3561,423,586,273,717,100,55,45,106.31
2022-05-13,3041,4340,1286,1063,436,458,220,39,39,303.73
2022-05-13,3042,2809,116,312,114,673,72,14,13,21.51
2022-05-13,3043,4929,1454,411,3,548,323,80,48,416.8
2022-05-13,3044,3676,55,194,55,1027,533,96,52,8.54
2022-05-13,3045,2226,115,491,187,352,309,87,46,17.38
2022-05-13,3046,129,17,17,1,12,2,0,0,3.58
2022-05-13,3047,4460,532,2055,861,2260,571,164,90,168.5
2022-05-13,3048,4077,650,1450,105,1899,358,41,28,46.32
2022-05-13,3049,3756,57,95,25,1154,373,41,34,23.31
2022-05-13,3050,744,71,89,12,366,346,163,108,4.56
2022-05-14,3001,2037,978,2650,320,343,135,82,59,171.71
2022-05-14,3002,798,26,66,21,217,104,11,5,1.99
2022-05-14,3003,543,50,30,2,102,13,1,1,12.85
2022-05-14,3004,489,1,3,0,68,17,5,5,0.48
2022-05-14,3005,577,59,45,14,67,7,2,1,7.59
2022-05-14,3006,1420,189,398,58,262,35,5,3,40.31
2022-05-14,3007,2030,120,287,40,204,30,3,1,25.74
2022-05-14,3008,185,4,7,0,33,3,0,0,1.01
2022-05-14,3009,1783,266,438,171,698,118,41,27,115.69
2022-05-14,3010,1100,181,324,14,128,24,2,1,32.15
2022-05-14,3011,4954,431,403,12,2211,259,36,30,41.68
2022-05-14,3012,2557,58,117,13,413,379,71,68,17.81
2022-05-14,3013,853,90,39,0,207,51,8,7,39.31
2022-05-14,3014,3292,397,1724,180,2774,468,50,49,109.4
2022-05-14,3015,1012,20,3,0,104,56,13,7,4.35
2022-05-14,3016,4157,713,1136,489,504,75,11,9,48.95
2022-05-14,3017,1493,7,6,3,285,120,21,12,3.76
2022-05-14,3018,1371,129,231,47,156,23,16,11,21.51
2022-05-14,3019,2522,63,225,55,520,52,5,4,7.88
2022-05-14,3020,1800,17,65,32,213,61,6,4,8.2
2022-05-14,3021,4632,133,127,31,476,68,7,5,24.44
2022-05-14,3022,3128,211,162,19,769,205,57,51,90.57
2022-05-14,3023,4354,263,889,330,456,171,41,33,95.5
2022-05-14,3024,3086,15,12,0,823,402,379,327,5.66
2022-05-14,3025,2930,4,9,2,334,85,21,18,2.9
2022-05-14,3026,2840,370,19,2,326,81,14,10,127.65
2022-05-14,3027,1128,80,158,20,231,74,10,7,34.47
2022-05-14,3028,1097,72,283,40,253,28,2,2,4.81
2022-05-14,3029,2950,317,321,124,736,90,9,5,75.04
2022-05-14,3030,1083,70,103,19,187,100,33,29,17.77
2022-05-14,3031,3185,427,355,76,719,125,20,15,81.13
2022-05-14,3032,2000,268,606,148,281,118,26,17,113.26
2022-05-14,3033,1896,123,221,72,301,81,13,11,47.55
2022-05-14,3034,4638,274,141,1,605,256,97,51,122.69
2022-05-14,3035,2321,360,279,38,365,63,7,6,180.39
2022-05-14,3036,2582,842,494,238,276,42,27,21,91.8
2022-05-14,3037,4232,197,580,107,648,194,84,47,86.11
2022-05-14,3038,4329,341,1240,258,648,181,22,14,141.1
2022-05-14,3039,4497,446,509,86,670,73,20,15,218.93
2022-05-14,3040,2625,235,314,30,276,109,21,18,73.76
2022-05-14,3041,1011,149,145,42,143,18,4,4,52.53
2022-05-14,3042,1770,337,660,326,451,110,13,7,40.5
2022-05-14,3043,2818,717,1751,267,535,80,10,8,63.35
2022-05-14,3044,4363,1085,1461,109,939,367,65,61,354.79
2022-05-14,3045,1413,49,24,0,501,50,43,30,17.88
2022-05-14,3046,2482,262,427,165,320,81,48,30,43.3
2022-05-14,3047,3310,996,3977,1055,1417,145,31,15,464.24
2022-05-14,3048,3883,69,23,11,424,51,5,2,11.54
2022-05-14,3049,3056,211,400,36,1263,140,71,70,92.32
2022-05-14,3050,1825,329,1246,187,640,70,10,5,82.81
2022-05-15,3001,3135,57,50,19,401,43,16,13,12.86
2022-05-15,3002,2768,17,9,1,312,144,17,17,5.53
2022-05-15,3003,3673,433,13,1,380,72,16,14,219.66
2022-05-15,3004,916,284,461,68,743,107,13,9,75.73
2022-05-15,3005,1267,15,3,0,214,151,41,32,3.22
2022-05-15,3006,2195,561,991,327,220,78,20,19,161.6
2022-05-15,3007,4702,13,14,0,1722,263,45,22,7.05
2022-05-15,3008,859,244,467,53,92,11,2,2,106.88
2022-05-15,3009,1189,167,827,295,182,23,3,2,25.87
2022-05-15,3010,2929,303,126,39,532,88,28,26,27.36
2022-05-15,3011,696,92,189,23,286,44,5,5,38.95
2022-05-15,3012,4597,136,454,190,592,63,12,8,66.35
2022-05-15,3013,2961,110,57,3,575,82,18,17,51.45
2022-05-15,3014,2496,116,523,26,284,33,8,8,37.89
2022-05-15,3015,287,31,63,7,46,11,2,1,12.76
2022-05-15,3016,2198,117,208,61,240,30,6,5,19.02
2022-05-15,3017,3190,70,93,30,649,67,15,9,32.35
2022-05-15,3018,2792,134,51,0,391,59,6,6,68.37
2022-05-15,3019,261,24,2,0,99,11,1,0,4.97
2022-05-15,3020,4933,90,152,28,4407,2068,1809,1367,32.34
2022-05-15,3021,4181,501,1767,194,1408,318,66,34,234.55
2022-05-15,3022,4384,277,430,105,1396,165,160,120,125.62
2022-05-15,3023,3255,758,1675,435,520,468,85,51,129.12
2022-05-15,3024,724,84,119,18,232,29,2,1,37.35
2022-05-15,3025,714,92,164,34,305,118,36,34,41.28
2022-05-15,3026,313,12,5,0,272,145,18,10,0.98
2022-05-15,3027,2616,19,5,0,416,78,51,46,7.97
2022-05-15,3028,4850,39,38,10,1542,333,108,64,10.57
2022-05-15,3029,4671,1508,2894,703,478,108,92,54,451.07
2022-05-15,3030,3317,179,404,154,735,356,53,43,69.22
2022-05-15,3031,4662,234,231,66,524,60,52,33,100.95
2022-05-15,3032,221,23,40,6,31,6,0,0,8.35
2022-05-15,3033,2785,116,139,34,765,380,180,140,56.63
2022-05-15,3034,910,49,181,19,149,84,14,12,19.13
2022-05-15,3035,4756,1028,4034,6,676,77,9,6,138.69
2022-05-15,3036,809,29,77,19,125,49,4,3,3.41
2022-05-15,3037,2611,56,67,20,471,152,21,20,7.04
2022-05-15,3038,1378,402,166,0,200,25,4,4,102.86
2022-05-15,3039,1980,77,279,76,491,266,26,14,14.84
2022-05-15,3040,1745,594,1440,63,849,150,15,8,228.21
2022-05-15,3041,4830,74,9,3,577,74,10,7,13.08
2022-05-15,3042,1593,123,83,10,448,49,6,3,34.71
2022-05-15,3043,3074,424,655,111,1315,135,33,18,134.99
2022-05-15,3044,2892,1181,4671,463,1283,1203,192,120,375.08
2022-05-15,3045,4652,320,362,33,4544,483,48,38,140.85
2022-05-15,3046,4749,1656,4845,705,712,279,93,85,421.61
2022-05-15,3047,272,54,82,19,89,9,1,1,18.84
2022-05-15,3048,4729,515,220,61,571,94,13,11,229.46
2022-05-15,3049,1248,67,100,17,770,592,236,186,12.45
2022-05-15,3050,2712,22,42,0,1030,315,55,53,8.47
2022-05-16,3001,3011,416,1919,354,339,203,25,18,78.76
2022-05-16,3002,4095,1411,2628,822,566,444,217,119,294.2
2022-05-16,3003,4211,675,517,41,560,174,26,26,202.09
2022-05-16,3004,4963,372,1384,541,3571,385,69,56,181.12
2022-05-16,3005,4158,218,371,86,614,114,29,26,69.66
2022-05-16,3006,4479,66,163,22,494,98,24,17,18.52
2022-05-16,3007,1775,160,103,0,237,42,12,8,77.09
2022-05-16,3008,2647,44,58,10,547,164,26,20,6.52
2022-05-16,3009,1871,291,295,86,283,34,11,5,97.9
2022-05-16,3010,1845,293,816,228,1001,212,26,14,125.6
2022-05-16,3011,874,214,896,205,169,30,3,2,49.2
2022-05-16,3012,3702,271,160,28,511,52,13,8,66.97
2022-05-16,3013,3484,86,86,38,356,165,18,13,25.3
2022-05-16,3014,1489,40,90,4,501,59,15,10,17.48
2022-05-16,3015,1283,150,118,51,176,45,19,18,9.32
2022-05-16,3016,3905,19,75,20,1579,267,35,21,10.68
2022-05-16,3017,3017,57,11,2,2743,1002,117,96,26.34
2022-05-16,3018,2598,116,26,5,354,50,10,9,47.29
2022-05-16,3019,2963,108,266,84,411,93,15,15,38.04
2022-05-16,3020,3774,155,593,182,1491,158,26,16,26.66
2022-05-16,3021,2361,24,10,1,315,35,8,4,5.67
2022-05-16,3022,132,16,11,3,16,3,0,0,7.83
2022-05-16,3023,4199,114,205,27,421,76,26,20,41.01
2022-05-16,3024,2935,27,54,4,2495,539,77,38,6.11
2022-05-16,3025,1995,66,15,0,553,96,25,23,23.19
2022-05-16,3026,1916,216,882,121,260,27,9,5,80.04
2022-05-16,3027,4260,251,652,170,508,95,11,10,85.04
2022-05-16,3028,3247,57,111,29,372,120,33,25,13.82
2022-05-16,3029,1405,67,107,9,169,33,31,21,5.11
2022-05-16,3030,3284,167,603,22,832,113,17,14,24.53
2022-05-16,3031,3411,210,854,413,574,138,97,55,40.69
2022-05-16,3032,2952,767,307,87,419,46,23,13,48.97
2022-05-16,3033,3293,273,1064,0,386,303,60,54,119.08
2022-05-16,3034,355,1,1,0,85,42,14,8,0.4
2022-05-16,3035,1090,307,392,67,345,55,18,18,21.71
2022-05-16,3036,1715,78,326,140,236,210,21,10,19.91
2022-05-16,3037,2686,190,486,148,300,33,3,1,41.79
2022-05-16,3038,758,94,115,38,84,25,5,5,42.18
2022-05-16,3039,4534,168,225,75,2163,719,117,110,69.3
2022-05-16,3040,2276,298,1128,108,350,330,67,42,102.73
2022-05-16,3041,658,11,12,3,160,29,3,2,1.89
2022-05-16,3042,2122,673,649,51,227,23,4,3,98.9
2022-05-16,3043,767,105,95,0,248,106,17,13,19.12
2022-05-16,3044,2363,1066,678,22,305,92,10,6,532.61
2022-05-16,3045,3519,182,10,5,1759,222,28,23,87.68
2022-05-16,3046,2690,98,41,16,352,131,20,16,10.42
2022-05-16,3047,3060,354,622,160,615,438,44,23,138.62
2022-05-16,3048,3288,464,606,173,1512,213,174,135,47.94
2022-05-16,3049,2430,158,77,6,420,54,7,5,15.5
2022-05-16,3050,3463,456,1238,228,529,169,31,24,94.3
2022-05-17,3001,4413,500,48,6,884,279,69,64,188.82
2022-05-17,3002,2194,274,479,231,428,287,31,21,54.43
2022-05-17,3003,1210,95,147,17,263,33,4,2,22.83
2022-05-17,3004,157,10,32,7,78,78,13,11,3.0
2022-05-17,3005,861,80,55,1,107,71,27,23,31.47
2022-05-17,3006,857,104,219,20,766,99,16,16,13.04
2022-05-17,3007,3755,323,1385,254,3271,607,287,166,162.75
2022-05-17,3008,4561,244,76,20,1545,580,72,62,123.29
2022-05-17,3009,2281,20,23,3,465,93,21,21,8.17
2022-05-17,3010,1280,23,61,25,592,124,26,23,7.76
2022-05-17,3011,4616,159,147,71,4504,486,52,45,23.25
2022-05-17,3012,2155,126,72,30,222,24,7,3,49.92
2022-05-17,3013,3360,216,775,129,597,63,7,7,100.7
2022-05-17,3014,2482,119,487,130,376,171,22,17,49.05
2022-05-17,3015,2696,197,88,6,293,35,3,2,29.31
2022-05-17,3016,549,13,9,2,542,121,14,9,1.57
2022-05-17,3017,4481,362,1174,372,453,74,56,35,28.63
2022-05-17,3018,2144,407,2,0,231,149,16,11,29.11
2022-05-17,3019,2246,1004,3250,792,236,35,4,2,381.17
2022-05-17,3020,524,51,130,23,506,399,54,28,3.48
2022-05-17,3021,1302,36,145,4,320,67,18,14,2.96
2022-05-17,3022,3655,368,80,24,2191,250,28,19,81.36
2022-05-17,3023,2675,334,440,53,668,188,20,17,19.34
2022-05-17,3024,215,28,54,16,100,10,1,0,9.2
2022-05-17,3025,2194,118,372,61,299,89,19,9,31.29
2022-05-17,3026,1479,111,364,26,315,211,32,28,24.34
2022-05-17,3027,4509,404,771,133,955,306,106,61,118.71
2022-05-17,3028,2619,54,97,46,925,597,233,137,11.44
2022-05-17,3029,2510,726,3467,72,340,63,20,17,316.3
2022-05-17,3030,3066,339,768,48,847,134,125,112,37.56
2022-05-17,3031,3384,347,333,111,2709,1207,161,122,157.12
2022-05-17,3032,2430,122,123,0,423,112,11,11,16.8
2022-05-17,3033,960,14,28,5,808,267,131,92,1.72
2022-05-17,3034,3861,1333,1722,413,516,65,17,16,249.9
2022-05-17,3035,1364,251,474,22,154,24,3,1,111.71
2022-05-17,3036,538,16,22,6,73,14,5,5,2.79
2022-05-17,3037,605,25,43,14,71,14,3,3,2.79
2022-05-17,3038,4022,685,1316,357,1028,187,21,15,172.22
2022-05-17,3039,1354,447,1148,157,185,182,24,23,43.08
2022-05-17,3040,4236,105,498,23,597,65,13,6,21.84
2022-05-17,3041,4521,57,119,1,526,80,13,11,24.82
2022-05-17,3042,3397,79,94,8,1481,602,107,57,33.38
2022-05-17,3043,1891,260,452,14,275,28,16,16,24.4
2022-05-17,3044,3985,638,516,94,501,134,19,9,137.98
2022-05-17,3045,4777,775,1188,58,489,71,33,16,348.88
2022-05-17,3046,1867,176,35,8,189,21,6,5,28.44
2022-05-17,3047,4505,194,89,6,1080,645,72,56,65.85
2022-05-17,3048,1407,36,128,20,320,46,5,3,3.73
2022-05-17,3049,3232,46,10,2,380,50,16,10,4.51
2022-05-17,3050,2093,30,81,13,232,25,2,2,5.87
2022-05-18,3001,3563,380,421,32,3191,2933,727,365,115.41
2022-05-18,3002,1500,7,11,5,317,46,5,2,2.38
2022-05-18,3003,4531,350,1650,191,726,320,45,22,112.38
2022-05-18,3004,2700,186,194,37,415,132,14,8,18.89
2022-05-18,3005,4704,156,55,4,509,136,15,7,15.98
2022-05-18,3006,715,8,1,0,455,144,60,49,3.12
2022-05-18,3007,4256,778,2627,0,3063,335,47,24,131.01
2022-05-18,3008,2392,39,17,0,256,29,2,2,5.52
2022-05-18,3009,4761,779,3193,549,1696,546,106,78,111.82
2022-05-18,3010,981,76,12,5,115,12,1,1,24.81
2022-05-18,3011,3986,1798,1551,369,1281,506,75,44,108.6
2022-05-18,3012,2076,63,61,10,272,54,6,4,10.35
2022-05-18,3013,4733,182,344,151,488,222,24,13,88.16
2022-05-18,3014,4809,1180,1492,317,649,197,19,15,383.55
2022-05-18,3015,4824,638,1238,165,764,130,108,58,75.76
2022-05-18,3016,812,132,33,9,302,34,6,6,13.8
2022-05-18,3017,4606,81,180,34,684,223,27,18,7.45
2022-05-18,3018,3047,641,3188,958,534,245,25,16,155.05
2022-05-18,3019,3564,397,1004,63,2727,275,30,20,46.87
2022-05-18,3020,3306,62,118,11,937,93,10,6,31.58
2022-05-18,3021,2849,365,460,26,354,74,35,32,160.53
2022-05-18,3022,3115,194,78,7,539,157,19,17,38.94
2022-05-18,3023,673,127,358,5,96,13,2,1,57.93
2022-05-18,3024,2767,475,641,114,929,288,33,21,62.4
2022-05-18,3025,2428,326,734,179,504,50,6,4,127.32
2022-05-18,3026,4036,1071,1749,582,826,269,38,38,435.58
2022-05-18,3027,1153,89,114,26,929,117,11,5,28.55
2022-05-18,3028,4618,303,672,184,495,112,44,40,36.13
2022-05-18,3029,4317,301,490,18,688,95,11,10,27.24
2022-05-18,3030,2420,21,104,50,251,38,4,2,11.26
2022-05-18,3031,606,34,20,4,456,56,7,7,17.05
2022-05-18,3032,1444,309,436,97,555,271,33,18,23.79
2022-05-18,3033,2510,868,1453,531,598,151,123,85,108.66
2022-05-18,3034,2578,411,1623,443,1157,368,52,44,189.25
2022-05-18,3035,2825,221,845,237,1231,322,40,31,63.67
2022-05-18,3036,4153,971,920,201,2115,1553,251,168,352.41
2022-05-18,3037,4827,655,2125,551,697,89,9,8,180.55
2022-05-18,3038,1002,96,229,47,107,13,2,1,19.09
2022-05-18,3039,4831,328,562,128,556,139,23,12,79.5
2022-05-18,3040,1419,354,309,95,276,30,5,3,100.6
2022-05-18,3041,4285,310,891,341,648,138,16,15,51.36
2022-05-18,3042,1165,339,1305,6,116,18,2,1,71.82
2022-05-18,3043,2550,338,396,94,761,246,26,13,60.35
2022-05-18,3044,3971,1639,1313,590,486,115,104,60,98.91
2022-05-18,3045,1110,266,1206,41,167,32,8,5,114.83
2022-05-18,3046,1620,244,144,37,1269,226,145,73,41.77
2022-05-18,3047,1129,39,123,51,161,50,20,11,8.6
2022-05-18,3048,1301,194,199,13,1241,254,224,174,50.77
2022-05-18,3049,4549,484,1278,8,826,155,25,23,141.62
2022-05-18,3050,2516,766,2417,164,327,106,25,23,118.81
2022-05-19,3001,841,5,18,1,174,27,9,7,2.16
2022-05-19,3002,4460,513,492,155,676,69,12,9,86.41
2022-05-19,3003,3609,324,594,94,368,172,26,13,24.58
2022-05-19,3004,1650,89,219,37,420,156,36,26,6.55
2022-05-19,3005,4179,74,69,13,533,147,48,24,17.29
2022-05-19,3006,2743,302,116,16,341,331,82,44,107.13
2022-05-19,3007,4741,327,92,24,600,190,59,36,37.3
2022-05-19,3008,1806,174,23,4,445,51,5,2,21.85
2022-05-19,3009,1811,619,324,81,229,73,32,24,159.05
2022-05-19,3010,3174,237,246,27,408,117,14,9,104.19
2022-05-19,3011,2791,233,123,3,1976,607,68,58,113.28
2022-05-19,3012,225,9,15,1,32,10,3,1,3.03
2022-05-19,3013,1541,127,164,1,162,23,3,1,25.69
2022-05-19,3014,3371,555,360,8,1510,166,18,9,54.91
2022-05-19,3015,1401,192,196,18,193,39,3,2,68.34
2022-05-19,3016,1509,15,59,0,152,15,7,4,6.99
2022-05-19,3017,4052,424,1770,554,437,109,16,10,206.1
2022-05-19,3018,2146,266,1278,141,217,170,25,22,39.05
2022-05-19,3019,1742,184,779,161,385,55,5,3,47.09
2022-05-19,3020,784,89,307,128,205,31,6,6,7.03
2022-05-19,3021,3982,350,352,16,460,215,35,29,161.03
